Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
,,,,,CUS0009932 株式会社SUPER STUDIO,-16467,,-16467,-16467,-16467,,,,-65868
,,,,,UPSIDERの不正利用の返金,,-1365066,,,,,,,-1365066
,,,,,VEN0000649 Expense Claims for AJP,,75348,3000,4973,,,,,83321
,,,,,VEN0002419 株式会社サイバーネット,55800,39000,38300,,104000,28000,42500,,307600
,,,,,VEN0029438 株式会社UPSIDER,2455,273,1000,158453,133942,246011,483803,226279,1252216
,,,,,VEN0044851 由樹岡安,,,,,,-16467,,,-16467
,,,,,VEN0048504 株式会社東京オフラインセンター,,,,,,,11436,,11436
,,,,,VEN0068194 株式会社アステップ信州,,,,,,,,45000,45000
,,,,,運輸第二種登録免許税,120000,,,,,,,,120000
,,,,,端数調整,-56942,-2,-8,,,,,,-56952
,,,,,(空白),,,,-61151,1297152,-34299,-1,-352776,848925
,,,General Expenses 集計,,,104846,-1250447,25825,85808,1484087,257785,537738,-81497,1164145
,,48030,Medical Costs,その他,VEN0002569 医療法人社団　東京桜十字,,10486,18565,7789,,,,,36840
,,,,,VEN0002569 医療法人社団 東京桜十字,,,,,-7789,,,12881,5092
,,,,,VEN0010762 エムスリーキャリア株式会社,,,,20224,-20224,,,,0
,,,,,VEN0011810 プラザクリニック検診センター,,,,,,,1193044,705559,1898603
,,,,,VEN0011810 六本木ヒルズクリニック健診センター,235757,114122,219333,-163394,449979,447638,,,1303435
,,,,,VEN0023999 うれしのふくだクリニック,,,,9500,,,,,9500
,,,,,VEN0067216 医療法人社団　協友会　東川口病院,,,,,,,10000,,10000
,,,,,VEN0068034 医療法人社団花畑クリニック,,,,,,,,7727,7727
,,,Medical Costs 集計,,,235757,124608,237898,-125881,421966,447638,1203044,726167,3271197
,,48040,Training,その他,VEN0016647 アルー株式会社,,,,,,,,1030000,1030000
,,,Training 集計,,,,,,,,,,1030000,1030000
,,48060,Employee Welfare,オフィス費用,VEN0000649 Expense Claims for AJP,,86423,62463,,,,,,148886
,,,,,VEN0006183 サントリービバレッジソリューション株式会社,82476,1291802,1504346,1383259,2873624,2227075,1700233,1799869,12862684
,,,,,VEN0010762 エムスリーキャリア株式会社,20000,20673,20000,,50000,496673,563673,20324,1191343
,,,,,VEN0021056 宗政酒造株式会社,93400,,,,22416,,,,115816
,,,,,VEN0029438 株式会社UPSIDER,64085,211690,408162,529659,,,,,1213596
,,,,,VEN0048179 有限会社 ギフト大洋,,,,,9450,,,,9450
,,,,,VEN0059914 株式会社シャトク,,13569,13569,13569,13569,13569,13569,13569,94983
,,,,,VEN0062185 エムスリー株式会社,,,,,,,,475000,475000
,,,,,VEN0063851 ステラーフォース株式会社,,,,,178472,178472,178472,178472,713888
,,,,社内会食,VEN0000649 Expense Claims for AJP,6818,8182,11276,17885,,19091,1317728,,1380980
,,,,,VEN0006183 サントリービバレッジソリューション株式会社,,,,,-1383259,,,,-1383259
,,,,,VEN0008417 2nd Table株式会社,,,,,,,,1513000,1513000
,,,,,VEN0029438 株式会社UPSIDER,,,,,226428,159591,166870,202238,755127
,,,,,VEN0039350 東京体育館,,,,,,,,102727,102727
,,,,,VEN0050341 Uber Japan 株式会社,44878,-11519,-21935,97409,121910,119207,,3345,353295
,,,Employee Welfare 集計,,,311657,1620820,1997881,2041781,2112610,3213678,3940545,4308544,19547516
,,48070,Repairs and Maintenance,オフィス費用,VEN0010754 株式会社FMサポート21,,,,,118900,,,1102200,1221100
,,,,,VEN0029438 株式会社UPSIDER,211636,63636,63636,256000,-182,-245728,238909,241218,829125
,,,Repairs and Maintenance 集計,,,211636,63636,63636,256000,118718,-245728,238909,1343418,2050225
,,48080,Bad Debt Expense,その他,(空白),,,1757008,,,,,,1757008
,,,Bad Debt Expense 集計,,,,,1757008,,,,,,1757008
,,48090,Cleaning,オフィス費用,VEN0000331 森ビル株式会社,1171269,1171269,1171269,1171268,1171268,1171269,1171269,1171269,9370150
,,,,,VEN0061218 S-FITパートナーズ,,,,17000,,,,,17000
,,,Cleaning 集計,,,1171269,1171269,1171269,1188268,1171268,1171269,1171269,1171269,9387150
,,48100,Office Expenses,オフィス費用,VEN0000329 インターマン株式会社,127599,79562,181588,129583,166154,81420,47276,240405,1053587
,,,,,VEN0000331 森ビル株式会社,,,,,,,2000,62000,64000
,,,,,VEN0001068 株式会社日本パープル,30000,,87000,87000,80666,6334,87000,0,378000
,,,,,VEN0002419 株式会社サイバーネット,,,,44366,-44366,,,38633,38633
,,,,,VEN0014654 千代田ビル管財株式会社,,,118905,,34350,,8850,,162105
,,,,,VEN0014992 三井住友カード株式会社,,1090,,4745,545,,7590,,13970
,,,,,VEN0016924 森ビルエステートサービス株式会社,,,,,,34000,,,34000
,,,,,VEN0017808 株式会社イノベーションパートナーズ,20000,10000,20000,10000,10000,10000,10000,10000,100000
,,,,,VEN0020853 ユーピーエス・ジャパン株式会社,,,,1340,,,,,1340
,,,,,VEN0025368 株式会社ソーシャルインテリア,,,,,6560000,2862667,-2862667,11370000,17930000
,,,,,VEN0026489 アドワー株式会社,3000,3000,3000,3000,3000,3000,3000,3000,24000
,,,,,VEN0029438 株式会社UPSIDER,292170,279723,99287,220583,,,,,891763
,,,,,VEN0061194 【VEN0020853 と重複】ユーピーエス　ジャパン株式会社,,,,-1340,,,,,-1340
,,,,,VEN0061194 ユーピーエス　ジャパン株式会社,,,1340,,,,,,1340
,,,,,VEN0068253 株式会社イトーキ,,,,,,,,2770000,2770000
,,,,,(空白),,11818,,,8182,1255,16536,,37791
,,,Office Expenses 集計,,,472769,385193,511120,499277,6818531,2998676,-2680415,14494038,23499189
,,48120,Utilities,オフィス費用,VEN0000331 森ビル株式会社,655727,957326,707731,603375,927771,237627,948606,1953600,6991763
,,,Utilities 集計,,,655727,957326,707731,603375,927771,237627,948606,1953600,6991763
,,48140,Printing and Stationery,オフィス費用,VEN0000326 キャノンマーケティングジャパン株式会社,86493,125933,136369,218377,141075,141305,155887,148345,1153784
,,,Printing and Stationery 集計,,,86493,125933,136369,218377,141075,141305,155887,148345,1153784
,,48160,"Postage, Freight and Courier",その他,VEN0002420 DHL eコマースジャパン株式会社,4300,74543,70974,48471,6038,47010,-6664,63665,308337
,,,,,VEN0007433 ヤマト運輸株式会社,3573,24555,18680,264120,-232597,43229,404542,58067,584169
,,,,,VEN0008631 株式会社ソクハイ,,,,57305,-57305,,,,0
,,,,,VEN0017033 佐川急便株式会社,,,,,,,,-2,-2
,,,,,VEN0017807 日本郵便株式会社,7373,60573,3555,,,12364,13945,2236612,2334422
,,,,,VEN0029438 株式会社UPSIDER,26182,,15636,15636,19545,15636,15636,,108271
,,,,,VEN0059019 WHITE CROSS株式会社,,,,,,,-450000,,-450000
,,,,,(空白),,,40000,26000,58000,,130000,50000,304000
,,,"Postage, Freight and Courier 集計",,,41428,159671,148845,411532,-206319,118239,107459,2408342,3189197
,,48180,Bank Fees,銀行関係（振込手数料）,CUS0000149 株式会社アイモバイル,227,227,227,,,,227,,908
,,,,,CUS0000161 OpenX Japan 株式会社,1000,1000,1000,1000,1000,1000,,1000,7000
,,,,,CUS0001550 株式会社文藝春秋,,,,,,,,1006,1006
,,,,,CUS0001850 Index Exchange inc.,-5534,-5415,1480,-5249,4377,1518,,,-8823
,,,,,CUS0002664 デジタル・アドバタイジング・コンソーシアム株式会社,,,,,,190,,,190
,,,,,CUS0003211 株式会社ADKマーケティング・ソリューションズ,,,,,400,,400,400,1200
,,,,,CUS0003212 株式会社タカラトミー,,,,,225,,,,225
,,,,,CUS0005036 TuneCore Japan株式会社,,,,,208,,208,208,624
,,,,,CUS0005308 エイベックス・ミュージック・クリエイティヴ,,,400,,,400,400,400,1600
,,,,,CUS0006094 IMPACTIFY PTE. LTD.,,2000,,,,1000,,1000,4000
,,,,,CUS0006616 Ogury Ltd,,11676,11782,,11381,11841,,,46680
,,,,,CUS0009921 パルファン・クリスチャン・ディオール・ジャポン株式会社,,,,,600,,,,600
,,,,,CUS0010387 Petbay Pty Ltd,,,,,,,-2600,,-2600
,,,,,CUS0010948 SkyPAD ApS,,,,,,,2500,,2500
,,,,,CUS0011737 株式会社ファンコミュニケーションズ,,,,,1050,600,600,600,2850
,,,,,CUS0011740 株式会社fugato,,,,,,,200,200,400
,,,,,CUS0011878 株式会社キレイコム,,,,,,-300,,,-300
,,,,,CUS0012088 Zelto Inc.,,,,,,3163,2899,,6062
,,,,,CUS0012837 株式会社スープレックス,,,,,600,,,,600
,,,,,CUS0013066 Alibaba.com Singapore E-Commerce Private Limited,,,,,,,2161,,2161
,,,,,CUS0013122 Monet Engine Inc,,,,,,3181,3188,,6369
,,,,,VEN0020582 株式会社ユニーク,,,,,,,500,,500
,,,,,VEN0020808 Moloco Inc,,3500,3500,,,,,3500,10500
,,,,,VEN0024819 Polar Mobile Group Inc.,7000,,,3500,,3500,,,14000
,,,,,VEN0026004 ワンメディア株式会社,,,,,,,400,,400
,,,,,VEN0035968 彩果小林,,,,,,,,355,355
,,,,,VEN0046275 達夫坂本,3500,3500,3500,3500,3500,3500,3500,3500,28000
,,,,,VEN0049661 ID5 Technology Ltd,,,7000,3500,3500,3500,3500,3500,24500
,,,,,VEN0059019 WHITE CROSS株式会社,,,,,,,400,,400
,,,,,VEN0067116 Channel Bakers Inc.,,,,,,,1000,,1000
,,,,,(空白),551456,872711,898536,768628,515666,671899,724037,687724,5690657
,,,Bank Fees 集計,,,557649,889199,927425,774879,542507,704992,743520,703393,5843564
,,48200,Government Fee,その他,VEN0008418 司法書士法人中央ライズアクロス・行政書士法人中央ライズアクロス,,,,,,1500,,,1500
,,,,,(空白),,,,,500000,567800,200,505370,1573370
,,,Government Fee 集計,,,,,,,500000,569300,200,505370,1574870
,,48203,Local taxes,その他,(空白),163600,,25000,,76400,1631600,,,1896600
,,,Local taxes 集計,,,163600,,25000,,76400,1631600,,,1896600
,,48888,Intercompany Operating Expense Recharge,その他,INTVEN0090 AnyMind Group Pte. Ltd.,144182,117243,134477,142134,158343,162641,167212,157485,1183717
,,,,,INTVEN0101 AnyMind Group Pte. Ltd.,83242,77958,72672,71112,79890,81507,79647,77234,623262
,,,,,INTVEN0441 AnyMind Group Pte Ltd,2585,6207,884,671,1223,1338,1348,1078,15334
,,,Intercompany Operating Expense Recharge 集計,,,230009,201408,208033,213917,239456,245486,248207,235797,1822313
,Insurance expenses,48170,Insurance - General,その他,VEN0039832 株式会社ウェルビー　マーケティング　ジャパン,,,,,,,58100,,58100
,,,,,VEN0046221 損害保険ジャパン株式会社,,333684,1857972,166842,166842,166842,166842,,2859024
,,,Insurance - General 集計,,,,333684,1857972,166842,166842,166842,224942,,2917124
,Interest Expense - Lease,44011,Interest Expense - Lease,家賃系,(空白),1933402,1871848,1810213,1748494,5821383,5759043,5857572,5786220,30588175
,,,Interest Expense - Lease 集計,,,1933402,1871848,1810213,1748494,5821383,5759043,5857572,5786220,30588175
,IT expenses,41401,Intercompany IT Expenses,IT費用,VEN0008623 HUBSPOT JAPAN株式会社,,,,,,,222415,,222415
,,,Intercompany IT Expenses 集計,,,,,,,,,222415,,222415
,,41430,Online Utilities and Software License Fees,IT費用,･｢ﾎﾝﾏｲｸﾛｿﾌﾄ(ｶ（MICROSOFT#G103091738）,,,,,,,27047,,27047
,,,,,ADOBE SYSTEMS SOFTWARE (UPSIDER),593856,595298,605882,631228,7782,19718,640934,,3094698
,,,,,Canva* 04578-9929635,,,,,,,616364,,616364
,,,,,CHATWORK BUSINESS PLAN (UPSIDER),,,690,,,,,,690
,,,,,FS *intego,,,,,,8320,,,8320
,,,,,GMO SIGN (UPSIDER),15900,15800,15600,23000,16400,18400,15600,,120700
,,,,,GOOGLE*GSUITE ANYUP.JP (UPSIDER),20400,20346,20050,21573,24700,24638,22800,,154507
,,,,,HASHICORP HCP,,26985,,,,,,,26985
,,,,,INTVEN0090 AnyMind Group Pte. Ltd.,7976313,8774283,7679866,9172937,8419255,8905139,8543643,7879010,67350446
,,,,,INTVEN0101 AnyMind Group Pte. Ltd.,3595945,4020866,2558506,3144556,2841325,3034002,2716624,2378755,24290579
,,,,,OPENAI *CHATGPT SUBSCR (UPSIDER),,26611,66066,38895,38688,38410,38813,,247483
,,,,,TLDX SOLUTIONS GMBH,,,,,4527,4527,4527,,13581
,,,,,VEN0000674 アメリカン・エキスプレス・カンパニー,,1606,,154631,891,,1726,,158854
,,,,,VEN0002572 Debit Card,13185,,,,,,,,13185
,,,,,VEN0010142 Computec Engineering Ltd.,,,,,,,2072100,,2072100
,,,,,VEN0013731 株式会社Donuts,155500,153250,166500,224700,213000,426700,16100,223800,1579550
,,,,,VEN0014992 三井住友カード株式会社,,8297,,4777,5390,,545,,19009
,,,,,VEN0018403 GMOグローバルサイン・ホールディングス株式会社,54423,55277,54330,83250,57650,70610,49050,44140,468730
,,,,,VEN0019000 株式会社東名,31271,31602,31153,29016,30512,31901,31595,29562,246612
,,,,,VEN0029438 株式会社UPSIDER,,564226,,,,,,1563640,2127866
,,,,,X CORP. PAID FEATURES,,1782,,,,,,,1782
,,,,,ZOOM.COM 888-799-9666 (UPSIDER),216302,216302,216302,216302,216302,216302,216302,,1514114
,,,,,ｱﾏｿﾞﾝﾌﾟﾗｲﾑｶｲﾋ（AMAZON PRIME MEMBERSHIP）,5364,,,,,,,,5364
,,,,,ｶﾌﾞｼｷｶﾞｲｼﾔｸﾍﾞﾙ（CHATWORK BUSINESS PLAN） (UPSIDER),,,1013,1679,23565,,,,26257
,,,,,ｼﾔｼﾝｴ-ｼ- ﾋﾞ-ﾄｳ-ﾋﾞ-（PHOTO AC B TO B） (UPSIDER),,,,1800,1800,,,,3600
,,,,,"ﾊﾞﾌｴﾂﾄｺ-ﾄﾞ（BUFFETT CODE, INC） (UPSIDER)",,,900,900,900,900,900,,4500
,,,,,ﾌﾘ-（DP4*FREEE） (UPSIDER),6000,6000,6000,2600,,,,,20600
,,,,,ﾌﾘｰ（FREEE） (UPSIDER),,,,3400,6000,6000,6000,,21400
,,,,,ﾏｲｸﾛｿﾌﾄ (UPSIDER),370800,471520,562844,550953,510395,517122,492936,,3476570
,,,,,ﾚｾﾌﾟｼﾖﾆｽﾄ（RECEPTIONIST） (UPSIDER),96000,97285,108000,108000,108000,110800,120000,,748085
,,,,,(空白),66175,,,,,,,,66175
,,,Online Utilities and Software License Fees 集計,,,13217434,15087336,12093702,14414197,12527082,13433489,15633606,12118907,108525753
,,41500,E-Commerce Usage Fees,IT費用,SHOPIFY (UPSIDER),328937,540552,257166,609213,447376,420100,,,2603344
,,,,,VEN0000674 アメリカン・エキスプレス・カンパニー,,57027,,113097,26530,,52638,,249292
,,,,,VEN0002572 Debit Card,44029,33465,23544,35021,35883,35446,36294,36235,279917
,,,,,(空白),-24154,-38658,,,,,,,-62812
,,,E-Commerce Usage Fees 集計,,,348812,592386,280710,757331,509789,455546,88932,36235,3069741
,Other outsourced services,42610,Other Outsourced Services - recurring service,業務委託費,VEN0015260 株式会社モバイル・プランニング,46100,,,,,,,,46100
,,,,,VEN0022821 マンパワーグループ株式会社,,,,,,,,335939,335939
,,,,,VEN0061200 株式会社テックビズ,,,154000,,1144000,249333,322667,209000,2079000
,,,,,VEN0062408 めぐみ　馬川,,,,109796,,,,,109796
,,,,,(空白),,,,-3333,,,,,-3333
,,,Other Outsourced Services - recurring service 集計,,,46100,,154000,106463,1144000,249333,322667,544939,2567502
,,42620,Other Outsourced Services - non-recurring service,業務委託費,VEN0065815 将都光田,,,,,,,,23182,23182
,,,,,VEN0065817 耀冬岡崎,,,,,,,,4545,4545
,,,,,VEN0066883 紗楽平山,,,,,,,,31818,31818
,,,,,VEN0066885 渓杉見,,,,,,,,45455,45455
,,,,,VEN0066953 ゆう 中ノ目,,,,,,,,31818,31818
,,,Other Outsourced Services - non-recurring service 集計,,,,,,,,,,136818,136818
,Recruitment,48050,Recruitment,人材採用,VEN0000845 株式会社ビズリーチ,,,,,,1000000,,,1000000
,,,,,VEN0018900 株式会社リクルート,198000,198000,198000,198000,198000,198000,198000,,1386000
,,,,,VEN0025375 オープンワーク株式会社,,,,,1600000,,,,1600000
,,,,,VEN0053498 株式会社アサイン,,,,,,,1592500,,1592500
,,,Recruitment 集計,,,198000,198000,198000,198000,1798000,1198000,1790500,,5578500
,Rental expenses,41111,Other Rent e.g. Printer,その他,VEN0000326 キャノンマーケティングジャパン株式会社,35000,35000,35000,35000,35000,35000,35000,35000,280000
,,,,,VEN0000653 日立キャピタルNBL株式会社,80000,80000,80000,80000,7385,7385,7385,7385,349540
,,,,,VEN0025128 三井住友ファイナンス＆リース株式会社,29000,29000,29000,29000,29000,29000,29000,29000,232000
,,,Other Rent e.g. Printer 集計,,,144000,144000,144000,144000,71385,71385,71385,71385,861540
,Telephone & Internet,48110,Telephone and Internet,オフィス費用,VEN0000330 ソニービズネットワークス株式会社,50200,50200,50200,50200,50200,50200,50200,50200,401600
,,,,,VEN0000332 ソフトバンク株式会社,685991,652698,730209,636258,1430634,1321681,792381,674189,6924041
,,,,,VEN0001068 株式会社日本パープル,,,68000,-68000,,,,,0
,,,,,VEN0010759 クラウドテレコム株式会社,29900,29900,29900,29900,29900,29900,29900,29900,239200
,,,,,VEN0015260 株式会社モバイル・プランニング,-1440,44660,22330,86065,38280,38280,38280,76560,343015
,,,,,VEN0017579 INVITEコミュニケーションズ株式会社,460000,460000,681408,533802,670198,602000,602000,602000,4611408
,,,,,VEN0019527 NTTコミュニケーションズ株式会社,2200,,2200,,2200,,,,6600
,,,,,VEN0019527 NTTドコモビジネス株式会社,,,,,,,2200,,2200
,,,,,VEN0031711 AM Design株式会社,,,257172,-257172,,,,,0
,,,Telephone and Internet 集計,,,1226851,1237458,1841419,1011053,2221412,2042061,1514961,1432849,12528064
,Transportation & Accommodation,41310,Travel - Transportation - Domestic,交通費および宿泊費,VEN0000649 Expense Claims for AJP,,,,,,,,5782,5782
,,,,,VEN0029438 株式会社UPSIDER,4782,,455986,49507,,909,298031,,809215
,,,Travel - Transportation - Domestic 集計,,,4782,,455986,49507,,909,298031,5782,814997
,,41311,Travel - Transportation - International,交通費および宿泊費,VEN0029438 株式会社UPSIDER,,,198963,,,78355,28050,19368,324736
,,,Travel - Transportation - International 集計,,,,,198963,,,78355,28050,19368,324736
,,41320,Travel - Hotel and Accommodation - Domestic,交通費および宿泊費,VEN0000649 Expense Claims for AJP,,,,237782,,,,10000,247782
,,,,,VEN0029438 株式会社UPSIDER,,,88642,544444.2727,231300,483851,177693,755345,2281275.2727
,,,Travel - Hotel and Accommodation - Domestic 集計,,,,,88642,782226.2727,231300,483851,177693,765345,2529057.2727
,,41321,Travel - Hotel and Accommodation - International,交通費および宿泊費,VEN0000649 Expense Claims for AJP,,,,,,24879,,,24879
,,,,,VEN0029438 株式会社UPSIDER,,,139305,160670,,,296910,492660,1089545
,,,Travel - Hotel and Accommodation - International 集計,,,,,139305,160670,,24879,296910,492660,1114424
,総計,,,,,71471428,75309384,76942894,76077586.2727,133382728,127366504,128692377,146195345,835438246.2727
