Unnamed: 0,(JPY),Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
Mizutani,〇,〇,〇,General expenses,一般管理費,4905015.0,4800878.0,8244332.0,6989477.909094,14525198,8939145.0,6730090.636363,29271633.090909,17594871.0,14836138.0,27624459.0,16484748.0,,,
Mizutani,〇,〇,〇,Insurance expenses,保険料,86593.0,347957.0,1944569.0,224942.0,224942,224942.0,224942.0,224942.0,105670.0,105670.0,105670.0,272508.0,,,
Izawa,✕,✕,✕,IT expenses,IT費用,14110581.4545,16076218.0,12975164.27273,15785187.454542,13596480.454549,14433094.636363,16425669.0,15027392.0,12717870.0,13405034.0,16312691.0,19378190.0,,,
Izawa,〇,〇,〇,Other outsourced services,業務委託費,2844349.0,2432154.0,3627541.0,3407011.0,4931447,4255292.0,5100286.0,3949908.0,3841799.0,5308555.0,3837357.0,6218534.0,,,
Mizutani,✕,〇,〇,Recruitment,人材採用(新卒),11852696.454548912,8536443.1,15966828.5459159,14126349.272718001,13247425.0909325,12308341.0000655,14213579.818329493,7079831.818087,5340147.0,8536213.0,10592442.0,25261046.0,,,
Mizutani,〇,〇,〇,Rental expenses,賃借料,144000.0,144000.0,144000.0,144000.0,71385,71385.0,71385.0,71385.0,71385.0,71385.0,71385.0,71385.0,,,
Izawa,〇,〇,〇,Research and development,研究開発費,908326.0,830411.0,1236843.0,967655.0,977537,1027745.0,1057341.0,1057534.0,1281527.0,1061721.0,1066416.0,683442.0,,,
Mizutani,,,,Staff costs,人件費,-894355.2787886038,19655263.641646706,15294616.154901318,25466052.69253595,25592643.054482542,15914310.093815446,26557336.464824207,25569822.899908043,14136161.000000015,24182609.0,23447178.999999985,6880194.0,,,
,✕,〇,✕,,Finance,6621467.721211395,6595694.6416467065,6624988.154901319,7572692.692535952,8042535.054482557,7913777.093815448,7121202.464824208,7676955.899908088,6934791.0,6967484.0,7047673.0,6290592.0,,,
,✕,〇,✕,,HR - 中途,2613647.0,2552984.0,2534054.0,1984378.0,1910971,1884920.0,1722879.0,1191469.0,1225298.0,1270055.0,1247534.0,1247534.0,,,
,✕,〇,〇,,HR - 中途以外,6330853.0,5839283.0,5892145.0,7762125.000000002,7894341,7006096.0,6999150.0,6335272.999999985,6059504.999999999,5694796.999999999,6115020.0,5780992.999999985,,,
,〇,〇,✕,,PR,2002615.0,2075949.0,1321963.0,1321881.0,1312531,1311832.9999999998,1355556.0000000002,1450399.0,1459708.0,1424112.0,1442844.0000000002,1333829.0000000002,,,
,〇,〇,〇,,Legal,1515658.0,1501525.0000000002,2046057.0,2006356.0000000002,1951363,1926455.0,1941036.0000000002,1938465.999999985,1960618.9999999998,1938466.0,1963102.0,1793838.0,,,
,〇,〇,〇,,共通系,-19978596.0,1089828.0,-3124590.9999999995,4818620.000000001,4480901.999999986,-4128770.9999999995,7417513.0,6977259.999999985,-3503759.9999999846,6887695.0,5631005.999999985,-9566591.999999985,,,
Mizutani,✕,✕,✕,Telephone & Internet,電話代,1226851.0,1237458.0,1841419.0,1011053.0,2221412,2042061.0,1514961.0,1432849.0,2103982.0,1998049.0,1917217.0,1689911.0,,,
Mizutani,〇,〇,〇,Transportation & Accommodation,交通費および宿泊費,72849.000002,1061105.1,1623505.0909398003,1893320.1817501,1218628.1818219004,1018995.9090881001,1329464.727273,2892013.9090304,4431535.0,1468403.0,1273277.0,531141.0,,,
,✕,✕,✕,Royalty Expense,ロイヤリティ,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
,,,,Total,,87436519.63026232,109681065.8416467,112096030.60994704,122788917.51064005,176716865.69087696,157714282.82114705,174228965.64678967,188429163.53612396,168107329.0,160880746.0,210585899.0,171024257.0,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,GROVE,,,,,2501.0,2502.0,2503.0,2504.0,2505,2506.0,2507.0,2508.0,2509.0,2510.0,2511.0,2512.0,,,
,,,✕,Accounting and professional fee,会計士、税理士、監査法人、社労士など,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
,,,✕,Advertising and marketing events,広告宣伝費,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
,,,〇,Client Gifts and Entertainment,交際費,7912.075993801205,22799.69277003385,46150.456976782436,12104.819023338332,4829.2681985880845,10559.699316868333,6509.187230692846,96710.27312757829,1015.5272890802325,30555.80921761233,23018.12877194944,7655.962659399533,,,
,,,〇,Depreciation and Amortization,減価償却,745391.6391995257,677165.7412396501,700185.9777395619,683351.1567942455,700382.5219997551,684160.7443020644,726361.4122099616,799665.406920539,1371952.8763032744,1314344.2836084731,1413610.6022030956,1527104.893503385,,,
,,,〇,Depreciation - Lease,リース資産の減価償却,9198073.448845219,8680787.846084386,8766769.927186739,8539557.947887031,18054964.215753444,18158362.906092998,19047621.45306949,19660660.75544963,20547731.21892872,16442530.112899717,16519770.17223032,17895051.353238042,,,
,,,〇,Interest Expense - Lease,リースの支払利息,395001.51187975414,360918.7489932288,352491.7929872021,331649.4317182133,1181111.625800189,1181795.185033042,1234819.3961439342,1259035.8812333331,1299593.9712318273,1294502.3229871006,1153292.7719262033,1159635.5325207643,,,
,,,〇,Finance costs,財務費用,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,77286.89714365499,1408712.3490143188,,,
,,,〇,General expenses,一般管理費,1002113.5494805903,925677.1286071915,1605368.74315993,1325744.5416215502,2855539.848315381,1767089.0349057263,1356266.8740439485,5999878.602166916,3780002.4642154435,3191904.2580825104,5963828.1234049685,3801404.0704099736,,,
,,,〇,Insurance expenses,保険料,17691.285060325557,67091.02723267964,378654.12158532214,42666.36686746328,44221.83054301624,44466.50565459715,45330.947184102486,46106.914784600405,22701.664615423775,22734.25354708745,22813.03383353871,62840.69495143518,,,
,,,✕,IT expenses,IT費用,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
,,,〇,Other outsourced services,業務委託費,581111.5098224098,468953.66452771664,706369.046750072,646232.278754003,969483.7494370363,841185.5757482463,1027824.0403740401,809622.354042426,825354.7120078588,1142103.1072079001,828444.734289454,1434001.9307291089,,,
,,,〇,Recruitment,人材採用(新卒),2421551.7618160225,1645946.8741606583,3109123.6348811644,2679446.2597812293,2687795.629804379,2525756.1246933187,2996327.4968388323,1540515.620226842,1214401.0776797193,1958126.6946009384,2437940.689188177,6200142.048157368,,,
,,,〇,Rental expenses,賃借料,29419.75735552389,27765.235133955826,28040.246197633707,27313.515612534396,14033.730354105566,14111.377626914573,14385.706825480149,14631.958957858913,15336.03036407709,15358.045703216027,15411.265450999914,16461.472724133604,,,
,,,〇,Research and development,研究開発費,185574.51749801106,160114.9768946069,240842.93213763798,183542.0829864373,192176.09678729836,203164.49953314167,213078.34475814257,216765.34404343163,275317.4614328587,228422.77288035615,230227.91983180676,157602.60336943783,,,
,,,〇,Staff costs,人件費,230071.34346524253,4183966.2462231442,3338118.7736356356,5189238.901679781,5529594.507732514,3652370.716184809,5841567.205710128,5777917.4972219085,3569287.251757441,5769451.670867327,5635324.822489878,2154423.329476074,,,
,,,〇,,Finance,1596015.5378712183,1503351.448738299,1517528.934539078,1686199.2131776724,1909346.4276509583,1897091.5271221495,1743351.3381361917,1931499.2566939078,1836449.2554735008,1868985.5013820946,1893393.084232112,1811529.415661846,,,1178709.4514794992
,,,〇,,HR - 中途,629984.3778060939,581899.6183922002,580453.9082593678,441858.2343299278,453676.0645091563,451853.23252250714,421780.3699492048,299770.05441719235,324479.512047756,340684.58297971496,335156.33428855496,359257.8469623027,,,
,,,〇,,HR - 中途以外,1293417.7716214617,1125896.2882549374,1147341.6418899756,1472298.072041275,1601698.0729718509,1437699.0271958823,1475472.4613749208,1378505.4879366362,1377990.0445073226,1306332.682424084,1407423.9040628674,1418903.1514927493,,,
,,,〇,,PR,482703.3508198127,473169.4091704726,302810.6701452608,294341.10066442954,300341.16153799207,301080.4732231807,315001.80873856315,340664.41966306773,361889.8690494757,354554.4021280409,359864.0130174764,357139.9751392429,,,
,,,〇,,Legal,309654.79579137935,289515.2408646738,398416.2639888322,380559.9717382088,383622.6401201723,380821.37684748496,391163.05713669106,397332.14195145643,421210.51364273246,417049.0918558571,423812.930298926,413661.3477413234,,,
,,,〇,,共通系,-4081704.4904447235,210134.2408025612,-608432.6451868785,913982.3097282675,880910.140942385,-816174.920726395,1494798.170374557,1430146.1365596477,-752731.9429633468,1481845.4100975348,1215674.5565899417,-2206068.407521391,,,
,,,✕,Telephone & Internet,電話代,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
,,,〇,Transportation & Accommodation,交通費および宿泊費,14883.332664245829,204596.05974541468,316135.2948129424,359119.65516498487,239572.7296435173,201434.98036594933,267917.4868861288,592783.2012676324,952050.9255371628,315917.9153146953,274887.0188366298,122481.79707458214,,,
,,,〇,Royalty Expense,ロイヤリティ,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
,,,,Total,,14828795.733080672,17425783.24161267,19588250.948050626,20019966.957890812,32473705.754369225,29284457.34945768,32778009.551274877,36814293.80944269,33874745.18136288,31725951.246916942,34595856.17960067,35947518.03782801,,,
,,,,,社員一人当たりのその他販管費（AJP分）,217996.7271826607,259923.75477425556,276712.48664945236,282727.8417745454,431002.2402086931,379986.8748374438,419731.23214443814,458307.0421385737,403375.0612274907,364589.59834654967,388081.0322711278,389833.3907073863,,,
,,,,,社員一人当たりのその他販管費（GR分）,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,ENGAWA,,,,,2501.0,2502.0,2503.0,2504.0,2505,2506.0,2507.0,2508.0,2509.0,2510.0,2511.0,2512.0,,,
,,,✕,Accounting and professional fee,会計士、税理士、監査法人、社労士など,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
,,,✕,Advertising and marketing events,広告宣伝費,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
,,,〇,Client Gifts and Entertainment,交際費,5901.783354174623,18217.28867686861,35528.1690590904,9455.458583699587,3460.361897060976,7408.681811069487,4288.834473607026,60071.08637806459,630.7999268057271,19293.77930344322,14330.780215687373,4606.883214227605,,,
,,,〇,Depreciation and Amortization,減価償却,556003.2502234871,541065.3518306203,539026.6406776981,533787.2915516939,501851.81125454884,480006.96895427216,478591.83559732634,496708.0350326868,852195.4882540219,829913.1715375211,880095.1220424658,918916.9557414427,,,
,,,〇,Depreciation - Lease,リース資産の減価償却,6861035.815808699,6936076.715148516,6748953.41192254,6670519.926292961,12937096.813810984,12739901.861246103,12550275.884358877,12212117.826742547,12763327.473615486,10382266.263321562,10271171.0651261,10545853.588600522,,,
,,,〇,Interest Expense - Lease,リースの支払利息,294639.90860453754,288379.3700915808,271360.00017272925,259061.9041782448,846313.2503781088,829147.1403714562,813609.411923001,782043.6312373809,807249.387333237,817384.4112468031,718024.7101126778,697796.6987381837,,,
,,,〇,Finance costs,財務費用,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,48117.79217552589,847675.6696796906,,,
,,,〇,General expenses,一般管理費,747497.5050733815,739629.5925345051,1235866.6814038113,1035581.1666163389,2046107.3770014995,1239789.1264321525,893629.8678555257,3726793.587825074,2347967.704454455,2015456.2386018487,3712999.910957297,2287449.061806388,,,
,,,〇,Insurance expenses,保険料,13196.300410257525,53606.71404887373,291500.6378674134,33328.0542281888,31686.692711346946,31197.68676734758,29868.08062421398,28639.071849151645,14101.254128529972,14355.033684174234,14203.090840289671,37813.63045008241,,,
,,,✕,IT expenses,IT費用,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
,,,〇,Other outsourced services,業務委託費,433463.2577184713,374700.8509695865,543786.5745006707,504792.55703263835,694673.4967738074,590175.5426714442,677222.3660079035,502892.74128237,512673.2659196774,721155.3500453444,515778.6510610528,862893.3705332422,,,
,,,〇,Recruitment,人材採用(新卒),1806286.2250507746,1315135.675546637,2393507.6131801493,2093000.5717361849,1925912.0019843387,1772069.7245915786,1974248.4287537045,956883.3164944829,754331.3893681502,1236415.112581444,1517829.383169197,3730860.7157866154,,,
,,,〇,Rental expenses,賃借料,21944.81377336602,22184.829800917403,21586.321623407308,21335.454512092834,10055.723516281983,9900.538227130135,9478.589749177632,9088.565692274853,9526.053051624038,9697.492945441256,9594.84848712102,9905.492718302337,,,
,,,〇,Research and development,研究開発費,138423.92302435043,127934.21319312237,185408.96385874978,143370.55024929994,137701.78327289684,142540.1507353346,140395.06288415252,134642.6732620886,171014.83769823628,144232.42848675261,143336.8346885431,94835.46619572719,,,
,,,△,Staff costs,人件費,-1848863.5139419949,1298834.894260327,721584.4112220228,2161266.873950028,2053767.9059491768,703245.2845314951,2214813.0288310214,1991380.248785961,650019.2884645499,2023868.7011152925,1896966.4264635877,-224751.47307892027,,,
,,,✕,,Finance,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
,,,✕,,HR - 中途,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
,,,〇,,HR - 中途以外,964787.431330247,899607.6355165998,883262.0626510505,1150058.7837130462,1147680.0944557623,1008689.1977656526,972173.1658545338,856251.5600513158,855945.5059070942,824854.4259478376,876243.3662291759,853807.8621897667,,,
,,,✕,,PR,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
,,,〇,,Legal,230978.00384800273,231326.92060293411,306714.1976515548,297267.4803685037,274880.8126063257,267184.16152337304,257733.19230069005,246800.8066574369,261637.04711104665,263336.2801705923,263860.2823389262,248915.72804950658,,,
,,,〇,,共通系,-3044628.949120245,167900.33814079314,-468391.8490805823,713940.6098684778,631206.9988870888,-572628.0747575305,984906.6706757979,888327.8820772081,-467563.2645535909,935677.9949968624,756862.7778954856,-1327475.0633181934,,,
,,,✕,Telephone & Internet,電話代,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
,,,〇,Transportation & Accommodation,交通費および宿泊費,11101.789851526602,163475.25030823224,243371.5489601782,280519.768156643,171663.3475597176,141326.72061659954,176527.9923768732,368204.2221082214,591371.2616113852,199479.27062498813,171140.9945665895,73701.94449662845,,,
,,,〇,Royalty Expense,ロイヤリティ,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
,,,,Total,,9040631.05895103,11879240.746409787,13231480.974448461,13746019.577088017,21360290.56610977,18686709.426955983,19962949.38343538,21269465.00669031,19474408.20382616,18413517.253494617,19913589.609906137,19887558.004882134,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,AnyReach,,,,,2501.0,2502.0,2503.0,2504.0,2505,2506.0,2507.0,2508.0,2509.0,2510.0,2511.0,2512.0,,,
,,,✕,Accounting and professional fee,会計士、税理士、監査法人、社労士など,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
,,,✕,Advertising and marketing events,広告宣伝費,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
,,,〇,Client Gifts and Entertainment,交際費,,,,,762.7390169775185,1959.381505862632,1422.583444729398,27364.131198107138,261.3707232527737,8820.699896191389,6610.104334082057,2007.5493414138552,,,
,,,〇,Depreciation and Amortization,減価償却,,,,,110619.0533163002,126947.92429186674,158746.35085434018,226264.99131788054,353105.54369532,379418.4079177508,405945.83777435625,400438.0062458463,,,
,,,△,Depreciation - Lease,リース資産の減価償却,,,,,0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,,,
,,,✕,Interest Expense - Lease,リースの支払利息,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
,,,✕,Finance costs,財務費用,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
,,,〇,General expenses,一般管理費,,,,,451006.563992654,327888.2731704299,296412.24522657413,1697663.132703867,972875.8533550358,921423.1361836374,1712629.4894257372,996805.572011246,,,
,,,〇,Insurance expenses,保険料,,,,,6984.436185836198,8250.883495401726,9907.082514684838,13045.932190072232,5842.827232096593,6562.811885446534,6551.207324915128,16478.1101183737,,,
,,,✕,IT expenses,IT費用,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
,,,〇,Other outsourced services,業務委託費,,,,,153121.14623028762,156084.3174281148,224631.0348911803,229082.30532770147,212425.17097985672,329696.6769049553,237904.05305871431,376024.51314035145,,,
,,,✕,Recruitment,人材採用(新卒),,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
,,,〇,Rental expenses,賃借料,,,,,2216.5001517098494,2618.4052703330285,3143.997498514182,4140.106646994808,3947.1015611168295,4433.484682905279,4425.645262506543,4316.533425808075,,,
,,,〇,Research and development,研究開発費,,,,,30352.467728542288,37697.73656312136,46568.29108463241,61333.66313403387,70859.66550834723,65939.95644769736,66114.43466079958,41326.61256007735,,,
,,,,Staff costs,人件費,,,,,247157.61552067913,-24914.74079739677,481020.6661542071,613475.0666125196,7816.058850747126,650514.4855678251,574152.7535022609,-376356.2622639099,,,
,,,✕,,Finance,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
,,,✕,,HR - 中途,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
,,,✕,,HR - 中途以外,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
,,,〇,,PR,,,,,47436.15655397851,55866.31714669166,68843.6731483599,96390.85458780407,93141.18668044978,102351.01141560903,103341.9656173695,93649.3754972913,,,
,,,〇,,Legal,,,,,60589.70912013709,70662.46305329431,85488.72071900225,112424.96282935319,108408.80178826526,120391.66938898459,121706.14367328038,108470.43058744419,,,
,,,〇,,共通系,,,,,139131.7498465635,-151443.52099738276,326688.27228684496,404659.24919536227,-193733.92961796792,427771.8047632314,349104.64421161107,-578476.0683486455,,,
,,,✕,Telephone & Internet,電話代,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
,,,〇,Transportation & Accommodation,交通費および宿泊費,,,,,37838.33508280648,37376.8194831418,58553.39044489951,167727.7580441017,245033.53248783172,91197.62147274862,78939.1654116207,32117.221829755916,,,
,,,✕,Royalty Expense,ロイヤリティ,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
,,,,Total,,0.0,0.0,0.0,0.0,1040058.8572257934,1173909.0004108753,1780405.642113762,3540097.0871752785,2372167.1243936047,2958007.2809591577,3593272.690754993,1993157.8564089627,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,Check,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,-0.43895021080970764,-0.06973153352737427,,,
,,,,,,,,,,5月以降、AnyReachを含む,,,,,,,,,,
,Headcount %,,,,,2501.0,2502.0,2503.0,2504.0,2505,2506.0,2507.0,2508.0,2509.0,2510.0,2511.0,2512.0,,,
,BM,,,,,69.28146,78.6587687999999,86.5419377,95.2456266666667,102.665973333333,103.8634136,103.89908,104.871406666666,101.89613,108.951556666666,112.392083333333,107.243953333333,,,
,PM,,,,,11.3,11.3,12.3,12.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
,BC,,,,,7.57558333333333,6.90702966666666,7.2146915,8.53,8.73,7.0,24.49028,25.6423766666666,24.9457566666666,25.40219,24.9988533333333,21.84204,,,
,PG Web,,,,,41.4206099999999,42.1042833333333,41.77387,40.0491666666666,40.9951266666666,44.2874433333333,43.22226,43.1570433333333,43.9843533333333,43.31716,43.8648166666666,41.8773366666666,,,
,PG App,,,,,13.5456066666666,13.8070966666666,13.7974766666666,17.7191,17.5310133333333,17.6960333333333,16.8546533333333,14.7549599999999,14.9454966666666,14.8795933333333,17.0169333333333,16.97817,,,
,CG,,,,,7.39033333333333,7.4268,7.59536666666666,7.62843666666666,8.10901666666666,5.16052333333333,5.20029666666666,5.25814666666666,4.43478666666666,4.19293333333333,3.77816666666666,3.62688666666666,,,
,D2C Creator,,,,,26.99,28.5776666666666,28.75,28.4253333333333,28.43625,27.6285,28.4615,26.4846666666666,24.1571666666666,21.42543,21.69633,19.79828,,,
,GEC,,,,,18.8606466666666,20.5967215333333,21.1838808,20.0593333333333,18.8446666666666,20.3996430666666,0.0,0.0,0.0,0.0,0.0,0.0,,,
,DX / AI,,,,,17.8231699999999,17.7144933333333,19.09383,17.2396433333333,16.7094333333333,18.3849366666666,18.7710133333333,18.772,18.7764233333333,19.2125666666666,18.9299633333333,16.6316366666666,,,
,Grove,,,,,68.02302,67.0419033333333,70.7891833333333,70.81003,75.3446333333333,77.0670233333333,78.0928533333333,80.3267033333333,83.9782833333333,87.0182566666666,89.14596,92.2125166666666,,,
,Engawa,,,,,50.739796666666635,53.5674633333333,54.49588666666664,55.311963333333296,53.9874133333333,54.0702,51.4545533333333,49.8945166666666,52.1635366666666,54.9457233333333,55.5010866666666,55.487770000000005,,,
,AnyReach,,,,,,,,9.0,11.9,14.3,17.0672,22.728407,21.61386,25.12,25.6,24.18,,,
,Total,,,,,332.95022666666625,347.70222666666626,363.5361233333332,373.3186333333332,383.253526666666,389.8577166666664,387.5136899999999,391.89022699999896,390.89579333333296,404.46540999999917,412.92419333333277,399.87858999999946,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,0.20430387052447144,0.19281413287469323,0.19472393192801185,0.1896771917537111,0.1965921461666396,0.19767987149841806,0.2015228244796547,0.20497245860977675,0.21483547473666864,0.21514387761036669,,,,,
