,,,,,,,,,,,,,,,,,,,,
,3月売上,,11060000,進捗率,目標,,,売上,,売上総利益,,,,,,,請求書支払日：Greed、NEL、CCPR、リアレーション、PPP 2ヶ月後,,,
,▲投稿制作費（外注費）,,600000.0,,10460000.0,,,,,スターアベニュー二次利用、その他クリエイター,,,,,,,,,,
,▲コスメ代,,,,600000,,,→対応完了,,ビビちゃんskin1004二次利用,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Month,投稿日,アカウント名,案件名,取引先,取引先住所,件名,発行月支払月,摘要,単価,経路,投稿済み,金額チェック,請求書依頼,請求書送付,備考,,入金日,アカウント,金額,
2403.0,"3/1【金】
AM",モテコスメちゃん,イニスフリー,株式会社ブランディングクリエイション,〒542-0082 大阪府大阪市中央区島之内1丁目13号3番1301,,3月発生4月払い,投稿制作費,450000.0,リピート,True,True,True,True,Qoo10二次利用費,,2024-03-01 00:00:00,ビビちゃん,20000.0,
2403.0,,,,,,,,二次利用費,200000.0,,,,,,,,2024-03-07 00:00:00,モテコスメちゃん,20000.0,
2403.0,,,,,,,,,25000.0,,,,,,,,2024-03-12 00:00:00,美容探偵,10000.0,
2403.0,,,,,,,,,25000.0,,,,,,,,2024-03-12 00:00:00,肌コミちゃん,10000.0,
2403.0,3/7【木】,モテコスメちゃん,IHADA,AnyMind Japan株式会社,〒106-6131 東京都港区六本木6-10-1 六本木ヒルズ森タワー31F,,3月発生4月払い,投稿制作費,400000.0,リピート,True,True,True,True,,,2024-03-18 00:00:00,モテコスメちゃん,20000.0,
2403.0,,,,,,,,二次利用費,200000.0,,,,,,,,2024-03-18 00:00:00,肌コミちゃん,20000.0,
2403.0,3/13【水】,モテコスメちゃん,コスメフェスティバル,株式会社CCPR,〒150-6121 東京都渋谷区渋谷2-24-12 渋谷スクランブルスクエア23F,,3月発生5月払い,youtube,450000.0,リピート,True,True,True,True,,,,韓国オンニ,100000.0,
2403.0,3/15【金】,モテコスメちゃん,ナンバーズイン,Benow Inc,"14 F GT tower(EAST), 411, Seocho-daero, Seocho-gu, Seoul, Republic of Korea",,3月発生4月払い,投稿制作費,450000.0,リピート,True,True,True,True,,,2024-03-23 00:00:00,ドンキ出待ち,100000.0,
2403.0,,,,,,,,二次利用費,150000.0,,,,,,,,2024-03-23 00:00:00,美容探偵,30000.0,
2403.0,3/18【月】,モテコスメちゃん,JILLSTUARTギフト訴求,AnyMind Japan株式会社,〒106-6131 東京都港区六本木6-10-1 六本木ヒルズ森タワー31F,,3月発生4月払い,投稿制作費,350000.0,リピート,True,True,True,True,,,2024-03-25 00:00:00,韓国オンニ,80000.0,
2403.0,3/21【木】,モテコスメちゃん,ノスカナゲル,JammyWorks（ジャミーワークス）,〒182-0001 東京都調布市緑ヶ丘2-68-2アーベイン世田谷307,,3月発生4月払い,投稿制作費,450000.0,新規,True,True,True,True,,,2024-03-29 00:00:00,ビビちゃん,30000.0,
2403.0,3/22【金】,モテコスメちゃん,ケラシス,Danmee株式会社,〒110-0016 東京都台東区台東4-13-21 D'sVARIE御徒町ビル5F,,3月発生4月払い,IGフィード,100000.0,新規,True,True,True,True,IGフィード,,2024-03-29 00:00:00,美容探偵,30000.0,
2403.0,2024-04-10 00:00:00,モテコスメちゃん,アンレーベル,Uniiique,〒150-0002 東京都渋谷区渋谷3-26-16 第5叶ビル7階,,3月発生4月払い,投稿制作費,450000.0,新規,True,True,True,True,,,,,,
2403.0,,,,,,,,instagram,200000.0,,,,,,,,,,,
2403.0,3/30【土】,モテコスメちゃん,レノア,AnyMind Japan株式会社,〒106-6131 東京都港区六本木6-10-1 六本木ヒルズ森タワー31F,,3月発生4月払い,投稿制作費,450000.0,リピート,True,True,True,True,二次利用未確定,,,,,
2403.0,3/31【日】,モテコスメちゃん,サンテボーティエ,株式会社Philos,〒160-0023 東京都新宿区西新宿5-5-1 ザ・パークハウス西新宿タワー60 2904号,,3月発生4月払い,投稿制作費,450000.0,新規,True,True,True,True,,,,,,
2403.0,,,,,,,,instagram,100000.0,,,,,,,,,,,
2403.0,,,,,,,,youtube,100000.0,,,,,,,,,,,
2403.0,投稿日,アカウント名,案件名,取引先,取引先住所,件名,発行月支払月,摘要,単価,経路,投稿済み,金額チェック,請求書依頼,請求書送付,備考,,,,,
2403.0,3/1【金】,ビビちゃん,韓国インナーケアブランド,"Aiden Lab Co.,Ltd.","4F, 76-1, Wausan-ro, Mapo-gu, Seoul, The Republic of Korea",,3月発生4月払い,投稿制作費,400000.0,新規,True,True,True,True,,,,,,
2403.0,"3/1【金】
AM",ビビちゃん,OFBASE,株式会社OMOT,〒113-0033 東京都文京区本郷1-33-13春日町ビル６F,,2月発生3月払い,投稿制作費,400000.0,リピート,True,True,True,True,,,,,,
2403.0,,,,,,,,二次利用費,180000.0,,,,,,,,,,,
2403.0,,,,,,,,追加修正費,20000.0,,,,,,,,,,,
2403.0,3/19【火】,ビビちゃん,ダーマレーザー スーパーVC100＋グルタチオンマスク,株式会社OMOT,〒113-0033 東京都文京区本郷1-33-13春日町ビル６F,,3月発生4月払い,投稿制作費,400000.0,リピート,True,True,True,True,セット割,,,,,
2403.0,,,,,,,,二次利用費,120000.0,,,,,,,,,,,
2403.0,3/25【月】,ビビちゃん,iHerb instagramまとめ投稿,AnyMind Japan株式会社,〒106-6131 東京都港区六本木6-10-1 六本木ヒルズ森タワー31F,,3月発生5月払い,IGフィード,100000.0,リピート,True,True,True,True,IGまとめ,,,,,
2403.0,2024-04-09 00:00:00,ビビちゃん,アンレーベル,Uniiique,〒150-0002 東京都渋谷区渋谷3-26-16 第5叶ビル7階,,3月発生4月払い,投稿制作費,400000.0,新規,True,True,True,True,,,,,,
2403.0,,,,,,,,instagram,180000.0,,,,,,,,,,,
2403.0,投稿日,アカウント名,案件名,取引先,取引先住所,件名,発行月支払月,摘要,単価,経路,投稿済み,金額チェック,請求書依頼,請求書送付,備考,,,,,
2403.0,3/11【月】,美容探偵,VARI:HOPE,Forsit,"Forsit Unit 918, 22, Teheran-ro 7-gil, Gangnam-gu, Seoul, Republic of Korea ",,3月発生4月払い,投稿制作費,250000.0,新規,True,True,True,True,税なし,,,,,
2403.0,,,,,,,,二次利用費,100000.0,,,,,,,,,,,
2403.0,3/13【水】,美容探偵,ルルルンONE,株式会社チェックレイズ,〒150-0042 東京都渋谷区宇田川町12-3-902,,3月発生5月払い,投稿制作費,250000.0,新規,True,True,True,True,,,,,,
2403.0,3/19【火】,美容探偵,【ダーマレーザー スーパーVC100＋グルタチオンマスク】OMOT,株式会社OMOT,〒113-0033 東京都文京区本郷1-33-13春日町ビル６F,,3月発生4月払い,投稿制作費,250000.0,リピート,True,True,True,True,セット割,,,,,
2403.0,,,,,,,,二次利用費,40000.0,,,,,,,,,,,
2403.0,3/22【金】,美容探偵,HOLIDEA,株式会社Utakata,〒170-0013 東京都豊島区東池袋1-18-1 Hareza Tower 20F,,3月発生4月払い,投稿制作費,250000.0,リピート,True,True,True,True,メール希望,,,,,
2403.0,,,,,,,,二次利用費,100000.0,,,,,,,,,,,
2403.0,3/28【木】,美容探偵,スティーブンノル,AnyMind Japan株式会社,〒106-6131 東京都港区六本木6-10-1 六本木ヒルズ森タワー31F,,3月発生4月払い,投稿制作費,250000.0,リピート,True,True,True,True,,,,,,
2403.0,,,,,,,,二次利用費,100000.0,,,,,,,,,,,
2403.0,2024-04-09 00:00:00,美容探偵,アンレーベル,Uniiique,〒150-0002 東京都渋谷区渋谷3-26-16 第5叶ビル7階,,3月発生4月払い,投稿制作費,250000.0,新規,True,True,True,True,,,,,,
2403.0,,,,,,,,instagram,100000.0,,,,,,,,,,,
2403.0,3月発生,美容探偵,skin1004,株式会社メディアエイド,〒150-6016 東京都渋谷区恵比寿4-20-3 恵比寿ガーデンプレイスタワー16階,,3月発生4月払い,二次利用費,100000.0,リピート,True,True,True,True,,,,,,
2403.0,2月PR,美容探偵,ネイリパ,株式会社bibin,〒107-0052 東京都港区赤坂3-21-15 東都赤坂ビル2A,,3月発生4月払い,二次利用費,100000.0,リピート,True,True,True,True,,,,,,
2403.0,投稿日,アカウント名,案件名,取引先,取引先住所,件名,発行月支払月,摘要,単価,経路,投稿済み,金額チェック,請求書依頼,請求書送付,備考,,,,,
2403.0,,ドンキ出待ち,,,,,,,,,False,False,False,False,,,,,,
2403.0,投稿日,アカウント名,案件名,取引先,取引先住所,件名,発行月支払月,摘要,単価,経路,投稿済み,金額チェック,請求書依頼,請求書送付,備考,,,,,
2403.0,3/11【月】,肌コミちゃん,VARI:HOPE,Forsit,"Forsit Unit 918, 22, Teheran-ro 7-gil, Gangnam-gu, Seoul, Republic of Korea ",,3月発生4月払い,投稿制作費,200000.0,新規,True,True,True,True,税なし,,,,,
2403.0,,,,,,,,二次利用費,50000.0,,,,,,,,,,,
2403.0,3/18【月】,肌コミちゃん,スキンアクア スーパーモイスチャージェル,株式会社BitStar,〒150-0002 東京都渋谷区渋谷2-22-3 渋谷東口ビル 10F,,3月発生4月払い,投稿制作費,250000.0,リピート,True,True,True,True,,,,,,
2403.0,3/19【火】,肌コミちゃん,【ダーマレーザー スーパーVC100＋グルタチオンマスク】OMOT,株式会社OMOT,〒113-0033 東京都文京区本郷1-33-13春日町ビル６F,,3月発生4月払い,投稿制作費,200000.0,リピート,True,True,True,True,セット割,,,,,
2403.0,,,,,,,,二次利用費,40000.0,,,,,,,,,,,
2403.0,2024-04-09 00:00:00,肌コミちゃん,アンレーベル,Uniiique,〒150-0002 東京都渋谷区渋谷3-26-16 第5叶ビル7階,,3月発生4月払い,投稿制作費,200000.0,新規,True,True,True,True,,,,,,
2403.0,,,,,,,,instagram,100000.0,,,,,,,,,,,
2403.0,投稿日,アカウント名,案件名,取引先,取引先住所,件名,発行月支払月,摘要,単価,経路,投稿済み,金額チェック,請求書依頼,請求書送付,備考,,,,,
2403.0,3/15【金】,おとるーむ。,イージーダーム,株式会社OMOT,〒113-0033 東京都文京区本郷1-33-13春日町ビル６F,,3月発生4月払い,投稿制作費,200000.0,リピート,True,True,True,True,,,,,,
2403.0,,,,,,,,二次利用費,100000.0,,,,,,,,,,,
2403.0,3月中,おとるーむ。,レノア,AnyMind Japan株式会社,〒106-6131 東京都港区六本木6-10-1 六本木ヒルズ森タワー31F,,3月発生4月払い,投稿制作費,200000.0,リピート,True,True,True,True,,,,,,
2403.0,,,,,,,,二次利用費,150000.0,,,,,,,,,,,
2403.0,3月中,おとるーむ。,インスタ,株式会社オッケーテラバイト,〒107-0052 東京都港区赤坂76-52 ハイツ赤坂104,,3月発生4月払い,二次利用費,30000.0,新規,True,True,True,True,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,代理店比率,,案件投稿数,比率,ランキング,比率,案件数,シェア率,,,,,,,,,,,,
,株式会社ブランディングクリエイション,,1,0.04166666667,AnyMind Japan株式会社,,5.0,0.20833333333333334,,,,,,,,,,,,
,,,0,0,株式会社OMOT,,5.0,0.20833333333333334,,,,,,,,,,,,
,AnyMind Japan株式会社,,5,0.2083333333,Uniiique,,4.0,0.16666666666666666,,,,,,,,,,,,
,株式会社CCPR,,0,0,Forsit,,2.0,0.08333333333333333,,,,,,,,,,,,
,Benow Inc,,1,0.04166666667,株式会社ブランディングクリエイション,,1.0,0.041666666666666664,,,,,,,,,,,,
,JammyWorks（ジャミーワークス）,,1,0.04166666667,Benow Inc,,1.0,0.041666666666666664,,,,,,,,,,,,
,Danmee株式会社,,0,0,JammyWorks（ジャミーワークス）,,1.0,0.041666666666666664,,,,,,,,,,,,
,Uniiique,,4,0.1666666667,株式会社Philos,,1.0,0.041666666666666664,,,,,,,,,,,,
,株式会社Philos,,1,0.04166666667,"Aiden Lab Co.,Ltd.",,1.0,0.041666666666666664,,,,,,,,,,,,
,取引先,,0,0,株式会社チェックレイズ,,1.0,0.041666666666666664,,,,,,,,,,,,
,"Aiden Lab Co.,Ltd.",,1,0.04166666667,株式会社Utakata,,1.0,0.041666666666666664,,,,,,,,,,,,
,株式会社OMOT,,5,0.2083333333,株式会社BitStar,,1.0,0.041666666666666664,,,,,,,,,,,,
,Forsit,,2,0.08333333333,,,0.0,0.0,,,,,,,,,,,,
,株式会社チェックレイズ,,1,0.04166666667,株式会社CCPR,,0.0,0.0,,,,,,,,,,,,
,株式会社Utakata,,1,0.04166666667,Danmee株式会社,,0.0,0.0,,,,,,,,,,,,
,株式会社メディアエイド,,0,0,取引先,,0.0,0.0,,,,,,,,,,,,
,株式会社bibin,,0,0,株式会社メディアエイド,,0.0,0.0,,,,,,,,,,,,
,株式会社BitStar,,1,0.04166666667,株式会社bibin,,0.0,0.0,,,,,,,,,,,,
,株式会社オッケーテラバイト,,0,0,株式会社オッケーテラバイト,,0.0,0.0,,,,,,,,,,,,
,,,0,0,,,0.0,0.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
